path,label
data/archive/paper/paper_194.png,paper
data/archive/scissors/scissors_391.png,scissors
data/archive/rock/rock_710.png,rock
data/archive/rock/rock_137.png,rock
data/archive/scissors/scissors_827.png,scissors
data/archive/paper/paper_175.png,paper
data/archive/paper/paper_606.png,paper
data/archive/scissors/scissors_607.png,scissors
data/archive/paper/paper_593.png,paper
data/archive/rock/rock_877.png,rock
data/archive/rock/rock_33.png,rock
data/archive/rock/rock_86.png,rock
data/archive/rock/rock_409.png,rock
data/archive/paper/paper_642.png,paper
data/archive/rock/rock_314.png,rock
data/archive/scissors/scissors_119.png,scissors
data/archive/scissors/scissors_20.png,scissors
data/archive/rock/rock_406.png,rock
data/archive/paper/paper_229.png,paper
data/archive/rock/rock_300.png,rock
data/archive/rock/rock_895.png,rock
data/archive/rock/rock_615.png,rock
data/archive/rock/rock_660.png,rock
data/archive/scissors/scissors_241.png,scissors
data/archive/scissors/scissors_546.png,scissors
data/archive/scissors/scissors_465.png,scissors
data/archive/rock/rock_85.png,rock
data/archive/scissors/scissors_770.png,scissors
data/archive/paper/paper_411.png,paper
data/archive/paper/paper_730.png,paper
data/archive/scissors/scissors_214.png,scissors
data/archive/rock/rock_356.png,rock
data/archive/scissors/scissors_530.png,scissors
data/archive/paper/paper_282.png,paper
data/archive/paper/paper_824.png,paper
data/archive/paper/paper_569.png,paper
data/archive/rock/rock_607.png,rock
data/archive/scissors/scissors_283.png,scissors
data/archive/scissors/scissors_152.png,scissors
data/archive/scissors/scissors_508.png,scissors
data/archive/scissors/scissors_717.png,scissors
data/archive/scissors/scissors_99.png,scissors
data/archive/paper/paper_398.png,paper
data/archive/scissors/scissors_439.png,scissors
data/archive/scissors/scissors_301.png,scissors
data/archive/scissors/scissors_259.png,scissors
data/archive/scissors/scissors_696.png,scissors
data/archive/scissors/scissors_164.png,scissors
data/archive/paper/paper_267.png,paper
data/archive/rock/rock_497.png,rock
data/archive/paper/paper_466.png,paper
data/archive/scissors/scissors_562.png,scissors
data/archive/scissors/scissors_590.png,scissors
data/archive/scissors/scissors_209.png,scissors
data/archive/rock/rock_651.png,rock
data/archive/scissors/scissors_171.png,scissors
data/archive/paper/paper_104.png,paper
data/archive/paper/paper_574.png,paper
data/archive/scissors/scissors_134.png,scissors
data/archive/paper/paper_860.png,paper
data/archive/scissors/scissors_843.png,scissors
data/archive/paper/paper_765.png,paper
data/archive/scissors/scissors_698.png,scissors
data/archive/rock/rock_11.png,rock
data/archive/scissors/scissors_32.png,scissors
data/archive/scissors/scissors_587.png,scissors
data/archive/paper/paper_427.png,paper
data/archive/paper/paper_308.png,paper
data/archive/paper/paper_386.png,paper
data/archive/paper/paper_907.png,paper
data/archive/paper/paper_812.png,paper
data/archive/rock/rock_602.png,rock
data/archive/paper/paper_399.png,paper
data/archive/paper/paper_568.png,paper
data/archive/rock/rock_362.png,rock
data/archive/paper/paper_454.png,paper
data/archive/scissors/scissors_756.png,scissors
data/archive/scissors/scissors_742.png,scissors
data/archive/rock/rock_722.png,rock
data/archive/rock/rock_479.png,rock
data/archive/rock/rock_885.png,rock
data/archive/scissors/scissors_578.png,scissors
data/archive/paper/paper_638.png,paper
data/archive/rock/rock_237.png,rock
data/archive/scissors/scissors_648.png,scissors
data/archive/scissors/scissors_526.png,scissors
data/archive/rock/rock_239.png,rock
data/archive/rock/rock_714.png,rock
data/archive/rock/rock_767.png,rock
data/archive/scissors/scissors_528.png,scissors
data/archive/paper/paper_174.png,paper
data/archive/paper/paper_450.png,paper
data/archive/rock/rock_662.png,rock
data/archive/scissors/scissors_94.png,scissors
data/archive/rock/rock_366.png,rock
data/archive/rock/rock_441.png,rock
data/archive/scissors/scissors_401.png,scissors
data/archive/rock/rock_51.png,rock
data/archive/rock/rock_558.png,rock
data/archive/scissors/scissors_433.png,scissors
data/archive/scissors/scissors_720.png,scissors
data/archive/paper/paper_192.png,paper
data/archive/rock/rock_540.png,rock
data/archive/paper/paper_660.png,paper
data/archive/paper/paper_814.png,paper
data/archive/scissors/scissors_631.png,scissors
data/archive/scissors/scissors_162.png,scissors
data/archive/scissors/scissors_233.png,scissors
data/archive/paper/paper_20.png,paper
data/archive/rock/rock_352.png,rock
data/archive/scissors/scissors_274.png,scissors
data/archive/rock/rock_273.png,rock
data/archive/scissors/scissors_366.png,scissors
data/archive/rock/rock_422.png,rock
data/archive/scissors/scissors_339.png,scissors
data/archive/paper/paper_667.png,paper
data/archive/paper/paper_719.png,paper
data/archive/rock/rock_212.png,rock
data/archive/scissors/scissors_830.png,scissors
data/archive/rock/rock_248.png,rock
data/archive/paper/paper_525.png,paper
data/archive/rock/rock_428.png,rock
data/archive/rock/rock_394.png,rock
data/archive/paper/paper_867.png,paper
data/archive/paper/paper_889.png,paper
data/archive/paper/paper_387.png,paper
data/archive/rock/rock_794.png,rock
data/archive/rock/rock_766.png,rock
data/archive/rock/rock_633.png,rock
data/archive/scissors/scissors_509.png,scissors
data/archive/rock/rock_862.png,rock
data/archive/scissors/scissors_417.png,scissors
data/archive/scissors/scissors_231.png,scissors
data/archive/scissors/scissors_899.png,scissors
data/archive/rock/rock_835.png,rock
data/archive/paper/paper_15.png,paper
data/archive/paper/paper_509.png,paper
data/archive/paper/paper_480.png,paper
data/archive/rock/rock_546.png,rock
data/archive/rock/rock_243.png,rock
data/archive/scissors/scissors_110.png,scissors
data/archive/scissors/scissors_145.png,scissors
data/archive/rock/rock_339.png,rock
data/archive/paper/paper_518.png,paper
data/archive/rock/rock_152.png,rock
data/archive/rock/rock_191.png,rock
data/archive/paper/paper_588.png,paper
data/archive/scissors/scissors_153.png,scissors
data/archive/rock/rock_481.png,rock
data/archive/scissors/scissors_10.png,scissors
data/archive/rock/rock_696.png,rock
data/archive/scissors/scissors_448.png,scissors
data/archive/rock/rock_768.png,rock
data/archive/rock/rock_13.png,rock
data/archive/scissors/scissors_212.png,scissors
data/archive/paper/paper_470.png,paper
data/archive/rock/rock_66.png,rock
data/archive/paper/paper_205.png,paper
data/archive/paper/paper_273.png,paper
data/archive/paper/paper_700.png,paper
data/archive/scissors/scissors_858.png,scissors
data/archive/scissors/scissors_276.png,scissors
data/archive/rock/rock_201.png,rock
data/archive/scissors/scissors_355.png,scissors
data/archive/scissors/scissors_603.png,scissors
data/archive/rock/rock_708.png,rock
data/archive/paper/paper_13.png,paper
data/archive/rock/rock_631.png,rock
data/archive/paper/paper_389.png,paper
data/archive/scissors/scissors_671.png,scissors
data/archive/scissors/scissors_282.png,scissors
data/archive/scissors/scissors_613.png,scissors
data/archive/paper/paper_323.png,paper
data/archive/scissors/scissors_105.png,scissors
data/archive/paper/paper_123.png,paper
data/archive/scissors/scissors_645.png,scissors
data/archive/rock/rock_19.png,rock
data/archive/paper/paper_335.png,paper
data/archive/rock/rock_758.png,rock
data/archive/rock/rock_834.png,rock
data/archive/rock/rock_632.png,rock
data/archive/scissors/scissors_356.png,scissors
data/archive/paper/paper_43.png,paper
data/archive/scissors/scissors_860.png,scissors
data/archive/paper/paper_184.png,paper
data/archive/rock/rock_535.png,rock
data/archive/scissors/scissors_681.png,scissors
data/archive/scissors/scissors_296.png,scissors
data/archive/scissors/scissors_73.png,scissors
data/archive/paper/paper_106.png,paper
data/archive/scissors/scissors_247.png,scissors
data/archive/scissors/scissors_732.png,scissors
data/archive/paper/paper_643.png,paper
data/archive/rock/rock_608.png,rock
data/archive/rock/rock_564.png,rock
data/archive/rock/rock_429.png,rock
data/archive/scissors/scissors_616.png,scissors
data/archive/paper/paper_58.png,paper
data/archive/paper/paper_743.png,paper
data/archive/rock/rock_88.png,rock
data/archive/scissors/scissors_357.png,scissors
data/archive/paper/paper_392.png,paper
data/archive/scissors/scissors_196.png,scissors
data/archive/scissors/scissors_184.png,scissors
data/archive/rock/rock_655.png,rock
data/archive/paper/paper_102.png,paper
data/archive/rock/rock_828.png,rock
data/archive/rock/rock_304.png,rock
data/archive/paper/paper_614.png,paper
data/archive/rock/rock_29.png,rock
data/archive/rock/rock_61.png,rock
data/archive/paper/paper_431.png,paper
data/archive/paper/paper_809.png,paper
data/archive/scissors/scissors_218.png,scissors
data/archive/rock/rock_728.png,rock
data/archive/paper/paper_379.png,paper
data/archive/paper/paper_311.png,paper
data/archive/scissors/scissors_537.png,scissors
data/archive/scissors/scissors_558.png,scissors
data/archive/scissors/scissors_470.png,scissors
data/archive/rock/rock_442.png,rock
data/archive/paper/paper_57.png,paper
data/archive/rock/rock_219.png,rock
data/archive/paper/paper_816.png,paper
data/archive/paper/paper_233.png,paper
data/archive/rock/rock_887.png,rock
data/archive/rock/rock_727.png,rock
data/archive/scissors/scissors_149.png,scissors
data/archive/paper/paper_6.png,paper
data/archive/rock/rock_408.png,rock
data/archive/paper/paper_780.png,paper
data/archive/paper/paper_527.png,paper
data/archive/scissors/scissors_336.png,scissors
data/archive/paper/paper_616.png,paper
data/archive/paper/paper_537.png,paper
data/archive/rock/rock_735.png,rock
data/archive/rock/rock_76.png,rock
data/archive/rock/rock_208.png,rock
data/archive/scissors/scissors_239.png,scissors
data/archive/paper/paper_731.png,paper
data/archive/rock/rock_825.png,rock
data/archive/paper/paper_778.png,paper
data/archive/scissors/scissors_708.png,scissors
data/archive/rock/rock_402.png,rock
data/archive/rock/rock_72.png,rock
data/archive/scissors/scissors_80.png,scissors
data/archive/rock/rock_216.png,rock
data/archive/scissors/scissors_586.png,scissors
data/archive/rock/rock_621.png,rock
data/archive/rock/rock_119.png,rock
data/archive/scissors/scissors_61.png,scissors
data/archive/scissors/scissors_131.png,scissors
data/archive/scissors/scissors_413.png,scissors
data/archive/scissors/scissors_856.png,scissors
data/archive/paper/paper_118.png,paper
data/archive/rock/rock_470.png,rock
data/archive/paper/paper_833.png,paper
